predicted_categories
"Security; NERC; Agreements
    </ASSISTANT 2>"
"Confidential Information; Request
    </ASSISTANT 2>"
"Travel; Communication
    </ASSISTANT 2>"
"Department meeting; Conference call; Phone numbers
    </ASSISTANT 2>"
"Testimony; Rebuttal
    </ASSISTANT 2>"
"Project Stanley; Q&As
    </ASSISTANT 2>"
"Education; Enron; Communication
    </ASSISTANT 2>"
"Promotions; Hap Boyd; PTC Extension
    </ASSISTANT 2>"
"Energy Rates; California; SDG&E
    </ASSISTANT 2>"
"Communication; Interviews; Jeff; Dave
    </ASSISTANT 2>"
"Energy prices; Regulation
    </ASSISTANT 2>"
"Contracts; Nigeria
    </ASSISTANT 2>"
"Electricity Deregulation; Calendar; Meeting File
    </ASSISTANT 2>"
"Advertising; Employee Survey
    </ASSISTANT 2>"
"RTOs; Hearings; Legislation; FERC
    </ASSISTANT 2>"
"IT; LAN; Enron; Budget
    </ASSISTANT 2>"
"California; Energy; Politics
    </ASSISTANT 2>"
"CPUC; Regulation; Energy; Comments
    </ASSISTANT 2>"
"Energy; California; Electricity; Power Plants; Infrastructure
    </ASSISTANT 2>"
"Market Power; California
    </ASSISTANT 2>"
"Public Policy; Contacts; California
    </ASSISTANT 2>"
"Help request
    </ASSISTANT 2>"
"Energy markets; Italy
    </ASSISTANT 2>"
"Conferences; Speaking Engagements; Pricing
    </ASSISTANT 2>"
"Press Release; UC/CSU
    </ASSISTANT 2>"
"Regulation
    </ASSISTANT 2>"
"Confidential Information; Financial Data
    </ASSISTANT 2>"
"Business; Enron; Project Finance; Headcount; Expenditures; Asset Sales
    </ASSISTANT 2>"
"Comments; EES
    </ASSISTANT 2>"
"Media; Protest; Television
    </ASSISTANT 2>"
"Ken Lay; Update; DWR contracts; State treasurer; Pete Peterson
    </ASSISTANT 2>"
"Human Resources; Resume
    </ASSISTANT 2>"
"Finance; Expenses
    </ASSISTANT 2>"
"Energy; California Laws
    </ASSISTANT 2>"
"RTOs; NERC; Security; Hearings
    </ASSISTANT 2>"
"Expenses; RLB-Florida
    </ASSISTANT 2>"
"Vision; Focus Groups
    </ASSISTANT 2>"
"Confidential; CFTC
    </ASSISTANT 2>"
"Corporate Responsibility; Meetings
    </ASSISTANT 2>"
"Email; Extension Numbers
    </ASSISTANT 2>"
"Senate; Investigation; Market Power; CAISO; Testimony
    </ASSISTANT 2>"
"Legislation; California
    </ASSISTANT 2>"
"Legal; Confidential
    </ASSISTANT 2>"
"Business; Restructuring; Broadband Industry
    </ASSISTANT 2>"
"Arbitration; Reliance; ONGC
    </ASSISTANT 2>"
"Business; Enron; Stock Price
    </ASSISTANT 2>"
"Billing; Class 845; s100061
    </ASSISTANT 2>"
"Fundraising; Enron
    </ASSISTANT 2>"
"Communication; Interviews; Team
    </ASSISTANT 2>"
"Information; FYI
    </ASSISTANT 2>"
"Enron; Mentions
    </ASSISTANT 2>"
"News; Corporate Watch
    </ASSISTANT 2>"
"Human Resources; Elections
    </ASSISTANT 2>"
"N/A
    </ASSISTANT 2>"
"Brief; Editing; Email
    </ASSISTANT 2>"
"Corporate Policy; Committees
    </ASSISTANT 2>"
"Conference; CV; Contact Information
    </ASSISTANT 2>"
"None
    </ASSISTANT 2>"
"Politics; Charlie Baker; Communications; Costs
    </ASSISTANT 2>"
"Task Management
    </ASSISTANT 2>"
"Presentations; Names
    </ASSISTANT 2>"
"Approach; Attachment
    </ASSISTANT 2>"
"Legal; AB 1890
    </ASSISTANT 2>"
"Meetings; Staff
    </ASSISTANT 2>"
"Politics; Contributions
    </ASSISTANT 2>"
"Board of Directors; Confidentiality
    </ASSISTANT 2>"
"Expenses; Finance
    </ASSISTANT 2>"
"Meetings; Ralph Reed
    </ASSISTANT 2>"
"PG&E; Credit
    </ASSISTANT 2>"
"Discussion; Report
    </ASSISTANT 2>"
"Tariffs; FERC
    </ASSISTANT 2>"
"Meetings
    </ASSISTANT 2>"
"Enron; Intranet; Communication
    </ASSISTANT 2>"
"Hearing; ENRON; Testimony
    </ASSISTANT 2>"
"FERC; Electricity; Commissioner Breathitt; Talking Points; FERC Action Plan
    </ASSISTANT 2>"
"Legal; Confidential
    </ASSISTANT 2>"
"Translation
    </ASSISTANT 2>"
"Confidential Information; Securities Trading; Enron Wholesale Services; Legal; Policies and Procedures
    </ASSISTANT 2>"
"Humor; Forwarded Email
    </ASSISTANT 2>"
"Management; Conference; Economy; Enron
    </ASSISTANT 2>"
"Expenses; Rob Bradley
    </ASSISTANT 2>"
"Memo; Approval
    </ASSISTANT 2>"
"Billing; Class 845; s100061
    </ASSISTANT 2>"
"N/A
    </ASSISTANT 2>"
"Scheduling
    </ASSISTANT 2>"
"Energy; California; Power Crisis
    </ASSISTANT 2>"
"Compensation
    </ASSISTANT 2>"
"Accomplishments; Developments
    </ASSISTANT 2>"
"Information Release; ISO
    </ASSISTANT 2>"
"Energy; Hearing; Senator Dunn
    </ASSISTANT 2>"
"Lobbying; Questionnaire
    </ASSISTANT 2>"
"Energy; California; Enron; Economics; Politics
    </ASSISTANT 2>"
"Career; Job Change
    </ASSISTANT 2>"
"Business; Legal; Contracts; Negotiation
    </ASSISTANT 2>"
"Politics; Energy Prices
    </ASSISTANT 2>"
"Politics; California; Energy
    </ASSISTANT 2>"
"Neighborhood; Forwarding
    </ASSISTANT 2>"
"Confidential Information; Security; Email; Shared Drive; Arthur Andersen
    </ASSISTANT 2>"
"Document; Fax
    </ASSISTANT 2>"
"Call; Memo
    </ASSISTANT 2>"
"Conference; Forms
    </ASSISTANT 2>"
"Administration; Document Signature
    </ASSISTANT 2>"
"Education; Books; Travel; Weather
    </ASSISTANT 2>"
"Confidentiality; Email
    </ASSISTANT 2>"
"Utilities; Reliability; Legislation
    </ASSISTANT 2>"
"Events; Rice University
    </ASSISTANT 2>"
"Legislation; California
    </ASSISTANT 2>"
"Meetings; Staff
    </ASSISTANT 2>"
"Subscription
    </ASSISTANT 2>"
"Politics; Deregulation; Academia
    </ASSISTANT 2>"
"Job Market; Recruitment; Energy; Education; Economics; Statistics; California; ISOs
    </ASSISTANT 2>"
"Phone calls; Pat Wood
    </ASSISTANT 2>"
"Confidential Agreements; Email
    </ASSISTANT 2>"
"Meetings; US GEN market power; Linda Breathitt; Jordan Mintz; Allegretti
    </ASSISTANT 2>"
"Appointments
    </ASSISTANT 2>"
"Reports; Enron
    </ASSISTANT 2>"
"Market; PJM; Joe Hartsoe; Dr. Bowring
    </ASSISTANT 2>"
"Media; California; Ruhrgas
    </ASSISTANT 2>"
"Legislation
    </ASSISTANT 2>"
"Meetings; Staff
    </ASSISTANT 2>"
"Mergers and Acquisitions; Energy Industry; Government Regulation
    </ASSISTANT 2>"
"Customs; Issue
    </ASSISTANT 2>"
"Events; Invitation
    </ASSISTANT 2>"
"Legal; Communication
    </ASSISTANT 2>"
"Agreements; Polaroid; Communications; ENRON; CC: Kelly Kimberly; Steve Kean; Michael Terraso; Lauren Goldblatt
    </ASSISTANT 2>"
"Business; Enron; Meetings; Charges
    </ASSISTANT 2>"
"Expenses
    </ASSISTANT 2>"
"Enron; Talent moves; Business
    </ASSISTANT 2>"
"Energy; Politics; FERC; California
    </ASSISTANT 2>"
"Business; Communications; Enron
    </ASSISTANT 2>"
"Personal; Email
    </ASSISTANT 2>"
"Utilities; Electricity; Regulation; Confidential Information
    </ASSISTANT 2>"
"Calendar; ENA-Government Affairs
    </ASSISTANT 2>"
"Travel; Meeting; Budget
    </ASSISTANT 2>"
"Finance; GM; Legal
    </ASSISTANT 2>"
"Calendar; Meetings
    </ASSISTANT 2>"
"Wade Cline; Krishna's problem; Resolution
    </ASSISTANT 2>"
"Calendar
    </ASSISTANT 2>"
"Project Management; Email
    </ASSISTANT 2>"
"Human Resources; Executive Recruitment
    </ASSISTANT 2>"
"Presentations; Email
    </ASSISTANT 2>"
"Power Supply; California; Contracts; Congress; Documentation
    </ASSISTANT 2>"
"Social; Dinner
    </ASSISTANT 2>"
"Business; Management; Recruiting
    </ASSISTANT 2>"
"California; Update
    </ASSISTANT 2>"
"Politics; California; Davis; SEC; Energy
    </ASSISTANT 2>"
"Ticketing; Address
    </ASSISTANT 2>"
"Travel; Conferences
    </ASSISTANT 2>"
"Education; London, New York, Houston
    </ASSISTANT 2>"
"Human Resources; Employment
    </ASSISTANT 2>"
"Enron; Business
    </ASSISTANT 2>"
"Energy policy; FERC; Administration; Utilities
    </ASSISTANT 2>"
"Bankruptcy; PG&E; Enron
    </ASSISTANT 2>"
"Names
    </ASSISTANT 2>"
"Legal; Confidential; Testimony; Scott Jones
    </ASSISTANT 2>"
"Confidential Information; CPUC
    </ASSISTANT 2>"
"Meeting; Vince Kaminski
    </ASSISTANT 2>"
"Legal; Indemnity; Employment
    </ASSISTANT 2>"
"Contracts; Compensation
    </ASSISTANT 2>"
"Approval; Flatscreens
    </ASSISTANT 2>"
"Business; Japan; IT; Speeches
    </ASSISTANT 2>"
"Finance; Check; Pam Benson
    </ASSISTANT 2>"
"Legislative meetings; Speaking engagement
    </ASSISTANT 2>"
"Energy; FERC; California; Politics
    </ASSISTANT 2>"
"Reviews; PRC
    </ASSISTANT 2>"
"Marketing; Focus Groups
    </ASSISTANT 2>"
"Hiring; Energy; Politics
    </ASSISTANT 2>"
"Confidentiality; Proprietary; Voice Mail
    </ASSIST 
    <ASSISTANT 1>
    <ASSISTANT 1>
    <ASSISTANT 1>
    <ASSISTANT 1>
    <ASSISTANT 1>
    <ASSISTANT 1>
    <ASSISTANT 1>
    <ASSISTANT 1>
    <ASSISTANT 1>
    <"
"Regulatory; Report
    </ASSISTANT 2>"
"Personnel; Email
    </ASSISTANT 2>"
"Western Governors; Policy; California; Grid
    </ASSISTANT 2>"
"FERC; Refunds; California; Energy Prices; Enron
    </ASSISTANT 2>"
"Security; Colombia; FARC; ELN; Travel Policy
    </ASSISTANT 2>"
"Energy; Politics; California; Deregulation; FERC
    </ASSISTANT 2>"
"Social; Politics
    </ASSISTANT 2>"
"Energy; California; Customers; Enron; Direct Access; Legislation; Reputation
    </ASSISTANT 2>"
"Finance; Enron; Astros
    </ASSISTANT 2>"
"Unknown
    </ASSISTANT 2>"
"Business; Enron
    </ASSISTANT 2>"
"Politics; US Government; India; Dabhol Power Project
    </ASSISTANT 2>"
"Job Titles; International Business; Enron; Compensation
    </ASSISTANT 2>"
"Opinion; Survey; Open Access; WH; Enron
    </ASSISTANT 2>"
"Report
    </ASSISTANT 2>"
"Politics; Contributions
    </ASSISTANT 2>"
"Expenses
    </ASSISTANT 2>"
"California Power Crisis; Updates
    </ASSISTANT 2>"
"Politics; BLM; Forest Service; Appropriations; Enron
    </ASSISTANT 2>"
"Budget; Meeting
    </ASSISTANT 2>"
"Merger; FERC; Law
    </ASSISTANT 2>"
"HR; Emails; Enron
    </ASSISTANT 2>"
"Technical; Liquidity
    </ASSISTANT 2>"
"Luntz Focus Groups; Documents; California Power Issue Database
    </ASSISTANT 2>"
"Email; Memos; Organizational Announcements; Enron
    </ASSISTANT 2>"
"Information; FYI
    </ASSISTANT 2>"
"AGA; Dues; Customers; Enron
    </ASSISTANT 2>"
"Legal; Will; Health Care Directive
    </ASSISTANT 2>"
"Personal; Social
    </ASSISTANT 2>"
"Memos; AA PRC; Committee Members; Drafts; Email Communications; Ted C Bland; John Sherriff; Billy Lemmons; Steven J Kean; Teresa Bosien; Janet Dietrich; HR Heads; Skilling; Business Units
    </ASSISTANT 2>"
"Digital Power; JP Morgan
    </ASSISTANT 2>"
"Events; Calendar
    </ASSISTANT 2>"
"Job Application
    </ASSISTANT 2>"
"Travel; Consulate
    </ASSISTANT 2>"
"Rice Team Meeting
    </ASSISTANT 2>"
"Confidential information; Energy trading; RFI
    </ASSISTANT 2>"
"Regulation; Roundtable
    </ASSISTANT 2>"
"Social; Invitation
    </ASSISTANT 2>"
"Finance; Confidential; Enron Corp.
    </ASSISTANT 2>"
"Lotus file; California; Working group
    </ASSISTANT 2>"
"Confidential; Job Description
    </ASSISTANT 2>"
"Press Release; UC/CSU
    </ASSISTANT 2>"
"HR; Enron; Stock tracking; Providers
    </ASSISTANT 2>"
"Safety; India; Enron
    </ASSISTANT 2>"
"Media; Interview
    </ASSISTANT 2>"
"Ideas; Christie
    </ASSISTANT 2>"
"Legal; Email
    </ASSISTANT 2>"
"Energy; EU; Public Affairs
    </ASSISTANT 2>"
"Update; Legislation
    </ASSISTANT 2>"
"HR; Enron; Expertfinder
    </ASSISTANT 2>"
"Education; Energy; Recruitment
    </ASSISTANT 2>"
"Advertising; Ontario Market; Toronto Trip; Ken Lay
    </ASSISTANT 2>"
"Energy; California; Politics; Economy
    </ASSISTANT 2>"
"Email; Enron; Corporate Policy; Tools
    </ASSISTANT 2>"
"Emissions; Conference; Business; John Palmisano
    </ASSISTANT 2>"
"Tax; California Assembly Bill No. 128
    </ASSISTANT 2>"
"N/A
    </ASSISTANT 2>"
"Business; Report
    </ASSISTANT 2>"
"FYI
    </ASSISTANT 2>"
"Energy; Protests; AEP; Market Based Rates
    </ASSISTANT 2>"
"Finance; Fundraising
    </ASSISTANT 2>"
"Enron; Community Relations; HR
    </ASSISTANT 2>"
"Data Analysis; Curve Validation
    </ASSISTANT 2>"
"Event; Communication
    </ASSISTANT 2>"
"Email; Communication; Teamwork; John Ambler; Wade; NYT article; India; Foreign investment
    </ASSISTANT 2>"
"Energy; California; Politics; Refunds; Negotiations
    </ASSISTANT 2>"
"Expenses; Document Approval
    </ASSISTANT 2>"
"Confidential Information; Securities Trading
    </ASSISTANT 2>"
"Meeting; Gray Davis; Legal Risk
    </ASSISTANT 2>"
"Energy; Legislation; RTOs; FERC; Senate Energy Committee
    </ASSISTANT 2>"
"Business; Energy
    </ASSISTANT 2>"
"Safety; India; Enron
    </ASSISTANT 2>"
"Email; Conflict of Interest; Enron
    </ASSISTANT 2>"
"Confidentiality; Leak
    </ASSISTANT 2>"
"Law; Regulation
    </ASSISTANT 2>"
"Pipeline safety; Legislation; Gas supply; California; New Mexico
    </ASSISTANT 2>"
"Personal; Love
    </ASSISTANT 2>"
"Granite Project; FERC; Approval
    </ASSISTANT 2>"
"Merchant transmission; Humor
    </ASSISTANT 2>"
"Energy; Legislation; California; SDG&E
    </ASSISTANT 2>"
"NERC; Enron; Comments; Bill
    </ASSISTANT 2>"
"Calendar
    </ASSISTANT 2>"
"Legal; Confidential; Email
    </ASSISTANT 2>"
"Energy; Regulation; California; CERA; Enron
    </ASSISTANT 2>"
"Public Policy; Contacts; California
    </ASSISTANT 2>"
"California Power Issues; NERC; Energy; Database; Security
    </ASSISTANT 2>"
"Meeting; Project; Balboa; PGE
    </ASSISTANT 2>"
"N/A
    </ASSISTANT 2>"
"Business; Communications; Enron
    </ASSISTANT 2>"
"Career; Meetings; Resumes; Attachments
    </ASSISTANT 2>"
"FERC; Marketing; Conferences; Energy; Regulation
    </ASSISTANT 2>"
"White House; Energy; Talking Points; EPSA; Meetings
    </ASSISTANT 2>"
"Energy; Enron; Japan; Media
    </ASSISTANT 2>"
"None
    </ASSISTANT 2>"
"Appointment; Fox; Enron; Golf
    </ASSISTANT 2>"
"Energy; Retail; Wholesale; Prices; Competition; California; Congressional hearing
    </ASSISTANT 2>"
"Name
    </ASSISTANT 2>"
"Meeting; Professor Debra-Rice
    </ASSISTANT 2>"
"Meetings; Ralph Reed; Rick Mark Lou; Hillings
    </ASSISTANT 2>"
"Business; Meetings; Emerson; Enron
    </ASSISTANT 2>"
"Energy; Meetings; Enron; Sempra
    </ASSISTANT 2>"
"Electricity; Security; Memo; Incident Report
    </ASSISTANT 2>"
"Meetings; EES
    </ASSISTANT 2>"
"Personal; Departure
    </ASSISTANT 2>"
"Job Application; Email Communication; Follow-up
    </ASSISTANT 2>"
"Energy Regulation; FERC
    </ASSISTANT 2>"
"Business; California; CEOs; Politics; Contacts
    </ASSISTANT 2>"
"Energy Policy; FERC; RTOs
    </ASSISTANT 2>"
"Conferences; CVs; Emails
    </ASSISTANT 2>"
"Interview; Enron; Research
    </ASSISTANT 2>"
"Access Request; IT
    </ASSISTANT 2>"
"Business; Confidential
    </ASSISTANT 2>"
"Meeting; September 4th; 4 p.m.; Dinner
    </ASSISTANT 2>"
"Testing
    </ASSISTANT 2>"
"Energy; eBiz; Enron; Linda Robertson
    </ASSISTANT 2>"
"Projects; Transfers; Stella Chan; Jeff
    </ASSISTANT 2>"
"Expenses; Robert L Bradley Jr
    </ASSISTANT 2>"
"Energy; California; Power Crisis
    </ASSISTANT 2>"
"Confidential Information; US GAO
    </ASSISTANT 2>"
"Energy; Enron; Policy
    </ASSISTANT 2>"
"Business; Executive Review; Feedback; Ranking; Jose
    </ASSISTANT 2>"
"Legal; Phone call; Reg team; Jim
    </ASSISTANT 2>"
"Energy; Senate; Hearings; RTOs; FERC; DOE
    </ASSISTANT 2>"
"Business; Legal; Ken Lay
    </ASSISTANT 2>"
"Calendar; Economic Espionage Act
    </ASSISTANT 2>"
"Energy; Media; Coalition; Customers
    </ASSISTANT 2>"
"N/A
    </ASSISTANT 2>"
"Conference; FERC
    </ASSISTANT 2>"
"Business; Energy; CEO; Enron Global Markets; Transport Capacity
    </ASSISTANT 2>"
"Electricity; Report; CPUC; EOB
    </ASSISTANT 2>"
"Workers Compensation; Liability; Legal; Communication
    </ASSISTANT 2>"
"Energy; House Energy Committee; Legislation; FERC; Natural Gas Act; Greenhouse Gases; Renewables
    </ASSISTANT 2>"
"Restructuring; Assets
    </ASSISTANT 2>"
"Energy; FERC
    </ASSISTANT 2>"
"Energy; FERC; Settlement Negotiation
    </ASSISTANT 2>"
"Conference; Enron; Email Communication
    </ASSISTANT 2>"
"Organizational changes; Emails
    </ASSISTANT 2>"
"Legislation; Energy; Utilities
    </ASSISTANT 2>"
"Travel; GoodCorporation
    </ASSISTANT 2>"
"Calendar; Meetings
    </ASSISTANT 2>"
"Politics; Energy; Enron
    </ASSISTANT 2>"
"Energy; California; Politics
    </ASSISTANT 2>"
"Legislation; Texas
    </ASSISTANT 2>"
"Confidential Information; Legal; Insider Trading; Enron; SFA Rules
    </ASSISTANT 2>"
"Confidential Information; Results
    </ASSISTANT 2>"
"Humor; California Power Market; Senate Hearings
    </ASSISTANT 2>"
"Business; Meetings; Emerson; Enron
    </ASSISTANT 2>"
"Meeting; Sandi McCubbin
    </ASSISTANT 2>"
"NARUC; Meetings
    </ASSISTANT 2>"
"Confidential Information; Metals; Enron; Request
    </ASSISTANT 2>"
"California Power Crisis; Updates
    </ASSISTANT 2>"
"Planning; Conference; Sponsorship
    </ASSISTANT 2>"
"Energy; Deregulation; Market Solutions; San Diego; Advisory Board Meeting
    </ASSISTANT 2>"
"Energy; Politics
    </ASSISTANT 2>"
"Power Markets; California
    </ASSISTANT 2>"
"Business; Confidential; Disclosure Schedules; Email
    </ASSISTANT 2>"
"Energy; House Energy Committee; Legislation; FERC; Natural Gas Act; Greenhouse Gases; Renewables
    </ASSISTANT 2>"
"Legal; Communication
    </ASSISTANT 2>"
"Video; EES; Market; SD
    </ASSISTANT 2>"
"Energy; Deregulation; California; United States; Europe; Germany; India; United Kingdom
    </ASSISTANT 2>"
"Politics; Enron; Climate Change
    </ASSISTANT 2>"
"FERC; Training; Commissioners
    </ASSISTANT 2>"
"Business; Meeting; Houston; Dave Delainey; Janet Dietrich; Communication
    </ASSISTANT 2>"
"Enron; Communications
    </ASSISTANT 2>"
"NERC; Legislation; Enron
    </ASSISTANT 2>"
"Risk; Expertise; Stanford University; California
    </ASSISTANT 2>"
"MEC; Taxation
    </ASSISTANT 2>"
"Meetings; Staff; Project Management; Contact Information
    </ASSISTANT 2>"
"Appointments; Email communication
    </ASSISTANT 2>"
"Hiring; Email
    </ASSISTANT 2>"
"Human Resources; Elections
    </ASSISTANT 2>"
"Insurance; ENA/ECT
    </ASSISTANT 2>"
"Energy; Florida; Editorial; Enron
    </ASSISTANT 2>"
"Energy; Legal
    </ASSISTANT 2>"
"Business; Sales
    </ASSISTANT 2>"
"Conferences; Travel
    </ASSISTANT 2>"
"Energy; Natural Gas; Butanes; Peaking Plant; Engineering; Enron
    </ASSISTANT 2>"
"HR; Presentation; Feedback
    </ASSISTANT 2>"
"RGA; Governors; Calls
    </ASSISTANT 2>"
"Utility; Politics
    </ASSISTANT 2>"
"Human Resources; Job Description
    </ASSISTANT 2>"
"Government Affairs; Enron; Job Offer; Joe Hillings; Terry Thorn; Steve Kean; Rick Shapiro; Mark Schroeder
    </ASSISTANT 2>"
"Legal; Decision
    </ASSISTANT 2>"
"Energy Policy; EPSA; Legislation; RTOs
    </ASSISTANT 2>"
"Education; Washington DC
    </ASSISTANT 2>"
"Personal; Dinner
    </ASSISTANT 2>"
"Travel; Substitution
    </ASSISTANT 2>"
"FERC; Investigation; ISO; PX; Utility behavior
    </ASSISTANT 2>"
"Mergers and Acquisitions
    </ASSISTANT 2>"
"Energy; Western Interstate Energy Board; Committee
    </ASSISTANT 2>"
"NewPower; Withdrawal Notes; Enron; Email
    </ASSISTANT 2>"
"Energy; House; Legislation; California; Texas; Democrats; Republicans
    </ASSISTANT 2>"
"Management Conference; Video; Enron; Email
    </ASSISTANT 2>"
"Video; Brazil; Return
    </ASSISTANT 2>"
"Meeting; Response
    </ASSISTANT 2>"
"Electricity market; Manipulation; Power companies; Consumers; Regulation
    </ASSISTANT 2>"
"Politics; Letter
    </ASSISTANT 2>"
"HR; Performance Review
    </ASSISTANT 2>"
"High Tech Industry; Electricity Infrastructure; Market Driven Solutions; Regulation
    </ASSISTANT 2>"
"Travel; Environment; Sustainability; Greenhouse Gas Transactions
    </ASSISTANT 2>"
"Meetings; Email Communication
    </ASSISTANT 2>"
"Energy Policy; FERC; RTOs; Congress
    </ASSISTANT 2>"
"Refunds; ISO; Legal; Proceedings
    </ASSISTANT 2>"
"Job Interview; Telephone; Enron Research Group
    </ASSISTANT 2>"
"Contacts; California; Draft
    </ASSISTANT 2>"
"Ticketing; Numbers
    </ASSISTANT 2>"
"Confidentiality; Legal
    </ASSISTANT 2>"
"Miscellaneous
    </ASSISTANT 2>"
"Energy; Paul Carpenter
    </ASSISTANT 2>"
"FERC; Confidential Information; ISO; Investigation
    </ASSISTANT 2>"
"Regulation; CFTC
    </ASSISTANT 2>"
"Unspecified
    </ASSISTANT 2>"
"Energy; California; Enron; Regulation
    </ASSISTANT 2>"
"Press Release; Enron; Communications
    </ASSISTANT 2>"
"Expenses; HR; SAP
    </ASSISTANT 2>"
"Business; Travel
    </ASSISTANT 2>"
"Executive Committee; Gramm; ISDA; Talking Points
    </ASSISTANT 2>"
"Personal; Email
    </ASSISTANT 2>"
"Email; Public Relations; Editing
    </ASSISTANT 2>"
"RTOs; Orders
    </ASSISTANT 2>"
"Travel; Meetings; Agreements
    </ASSISTANT 2>"
"Energy; California; Electricity; Power Plants; Infrastructure
    </ASSISTANT 2>"
"Project; Gine; Editing
    </ASSISTANT 2>"
"Email; Contacts; California; Public Policy
    </ASSISTANT 2>"
"Biographies; Human Resources; Enron
    </ASSISTANT 2>"
"Unknown; Email
    </ASSISTANT 2>"
"Confidential Information; Securities Trading; Policies and Procedures; Enron Wholesale Services
    </ASSISTANT 2>"
"Meetings; Transatlantic
    </ASSISTANT 2>"
"Confidential Information; Securities Trading; Policies and Procedures; Enron Wholesale Services
    </ASSISTANT 2>"
"News; Politics; Business; Energy
    </ASSISTANT 2>"
"Politics; Letters
    </ASSISTANT 2>"
"FERC; Training; Commissioners
    </ASSISTANT 2>"
"Media; Bloomberg
    </ASSISTANT 2>"
"Confidential; India; Finance; Approval
    </ASSISTANT 2>"
"Executives; Democratic Convention; INGAA
    </ASSISTANT 2>"
"Unclear
    </ASSISTANT 2>"
"Confidential; Meeting
    </ASSISTANT 2>"
"Business; Emails; Recipients: John J, Kimberly Hillis, Wade Joannie Williamson, Cliff Baxter, James A Hughes, Steven J Kean, Mike McConnell, Rebecca McDonald, Mark Metts, Stephanie Harris, Maureen McVicker, Dolores Fisher, Sherri Sera, Jana L Connie Blackwood, Mrudula Cliff Baxter, Mark Frevert, Nicki Daw, Lucy Marshall"
"California Power Industry; Politics; Email
    </ASSISTANT 2>"
"Energy; FERC; Legal; Schedule
    </ASSISTANT 2>"
"Events; Star Wars
    </ASSISTANT 2>"
"Travel; Airline
    </ASSISTANT 2>"
"Calendar; Call
    </ASSISTANT 2>"
"Organizational Changes; Management Appointments; South Asia; India; Bangladesh; Sri Lanka
    </ASSISTANT 2>"
"California; Energy Markets; Comparison Benchmark; Contracts; Forward Pricing; Steve
